student_id,minutes_watched,paid_in_q2
156296,153.99,1
156343,51.86,1
156356,32.40,1
2851,401.55,1
8156,8.92,1
156388,32.50,1
32973,1.18,1
156399,8.62,1
149554,1.18,1
156407,1176.39,1
156409,667.97,1
148372,69.64,1
9305,174.72,1
156429,76.17,1
156439,55.30,1
13707,91.33,1
4336,723.45,1
156344,170.44,1
147200,42.07,1
103625,13.25,1
145569,3.49,1
152970,229.12,1
156132,20.88,1
156428,117.92,1
152174,23.07,1
5321,1966.61,1
63369,58.07,1
150663,221.28,1
155805,149.38,1
25047,295.41,1
156391,36.60,1
4739,2504.52,1
156498,466.72,1
156501,21.53,1
156241,23.97,1
156510,83.95,1
40867,119.69,1
147993,544.64,1
156534,423.91,1
156541,121.17,1
156549,0.37,1
16052,58.65,1
5010,617.90,1
155741,41.63,1
4778,36.94,1
156484,116.88,1
156615,27.75,1
147687,1054.12,1
149576,4494.42,1
156647,1033.01,1
156649,2274.22,1
7649,7.12,1
148996,21.67,1
616,116.02,1
156587,217.08,1
156680,19.12,1
156610,404.77,1
156693,335.38,1
156608,17.70,1
149812,0.23,1
156696,12.78,1
156694,5.80,1
156703,11.98,1
151663,31.57,1
41336,992.13,1
153895,0.05,1
148817,4.17,1
144682,226.14,1
17317,1.00,1
156760,0.20,1
156770,218.87,1
156774,0.30,1
156776,1558.33,1
16833,405.25,1
59138,416.63,1
156780,93.53,1
156787,59.13,1
3188,35.15,1
156831,271.57,1
147142,35.97,1
156521,293.76,1
156845,504.96,1
156996,20.62,1
156841,0.13,1
157171,43.83,1
157198,2201.84,1
157218,7.10,1
156099,5.68,1
2866,6.48,1
157285,165.25,1
157277,696.32,1
153726,34.22,1
157476,147.85,1
153897,20.00,1
146149,566.58,1
157853,4.57,1
157882,54.84,1
157992,916.28,1
158038,50.77,1
146625,9.10,1
157698,275.88,1
158104,0.22,1
4829,137.69,1
158049,416.71,1
149652,644.66,1
158205,33.58,1
158336,378.75,1
5579,2.08,1
157934,24.06,1
158250,40.77,1
5076,5.58,1
10685,74.86,1
1530,4.73,1
159105,17.09,1
159022,111.69,1
158529,329.31,1
7382,49.61,1
159172,5.43,1
159353,146.17,1
159370,6464.82,1
1780,0.65,1
159336,501.23,1
159057,34.35,1
3080,77.47,1
159904,11.68,1
160051,15.44,1
159987,240.97,1
160493,3.18,1
5111,34.85,1
160595,675.06,1
4640,292.99,1
160677,73.80,1
161132,23.17,1
147992,2.95,1
153036,55.62,1
161173,319.89,1
161200,11.12,1
161209,23.92,1
12915,17.62,1
161210,805.45,1
147005,262.34,1
148628,241.28,1
161227,83.90,1
14765,1.37,1
153953,226.49,1
161241,26.92,1
160528,714.02,1
152138,147.23,1
1619,1490.75,1
156702,10.33,1
161288,366.39,1
12807,45.59,1
144561,36.65,1
19124,1366.41,1
118426,0.28,1
8018,432.52,1
44965,319.33,1
161380,2880.11,1
161395,19.44,1
159457,917.81,1
161397,16.83,1
161338,210.12,1
74005,183.31,1
161426,239.79,1
11717,17.67,1
161070,96.20,1
149892,1.83,1
43604,4.97,1
161474,40.27,1
161475,372.27,1
2324,8.58,1
161483,40.50,1
161485,183.34,1
161060,321.71,1
149323,172.71,1
149366,7.33,1
92449,13.39,1
160536,22.20,1
4059,163.52,1
161515,34.45,1
153235,423.15,1
161527,24.77,1
161108,19.52,1
144239,96.67,1
8954,7.38,1
161539,0.17,1
145561,176.34,1
161572,274.31,1
157594,248.87,1
6053,986.14,1
158179,442.56,1
161626,233.29,1
161632,3.38,1
161640,599.43,1
161650,12.23,1
9372,301.91,1
917,5.67,1
143561,1767.35,1
160452,0.50,1
161002,28.98,1
161703,230.52,1
161716,1043.96,1
74498,163.86,1
160462,75.15,1
161887,187.99,1
13620,143.86,1
161899,584.49,1
161870,175.92,1
20710,2222.03,1
4266,121.10,1
161900,422.99,1
162284,252.22,1
1085,82.97,1
163108,70.47,1
163452,19.73,1
164222,369.93,1
163883,10.77,1
43915,172.17,1
164701,32.90,1
164904,15.62,1
1362,13.51,1
6164,184.83,1
2295,40.02,1
1661,5.18,1
165364,2.83,1
14382,51.20,1
165433,195.90,1
163676,4243.94,1
165480,341.86,1
165557,34.58,1
164496,0.05,1
164430,61.60,1
4080,813.49,1
3195,354.32,1
8425,7.86,1
12330,71.55,1
4371,63.56,1
165950,8.65,1
165285,1583.35,1
160705,35.43,1
3256,360.45,1
166070,843.53,1
9409,791.60,1
164997,5.15,1
1742,264.89,1
156342,77.50,1
166217,13.72,1
4723,596.71,1
166461,18.47,1
14700,1325.42,1
2764,2.67,1
165187,45.22,1
166652,38.83,1
2495,125.35,1
4404,185.36,1
159875,32.68,1
13538,140.21,1
166509,50.80,1
146990,11.82,1
166842,86.81,1
166907,166.77,1
167091,12.12,1
167073,10.45,1
167295,422.49,1
167602,0.93,1
11345,40.96,1
3524,58.79,1
168253,1.72,1
1188,13.02,1
166626,17.31,1
13180,107.44,1
3146,0.35,1
2110,4.31,1
170586,1373.90,1
16054,16.62,1
170942,23.07,1
170997,212.57,1
168777,62.58,1
164280,8.70,1
171001,5.78,1
171006,121.23,1
171011,174.63,1
171032,536.21,1
171057,302.71,1
171151,32.84,1
5323,167.90,1
162502,42.00,1
171176,3.40,1
147956,2288.99,1
171243,26.30,1
171263,0.45,1
12532,481.91,1
3652,20.87,1
171275,4.72,1
148467,142.62,1
171292,4.17,1
23403,2.07,1
15478,62.06,1
158646,10.68,1
167554,3.55,1
171302,13.55,1
171313,1449.69,1
1215,3.03,1
170706,1.75,1
171342,375.26,1
171187,14.02,1
170845,11.63,1
171402,0.42,1
159621,167.67,1
171407,37.20,1
171411,23.99,1
146401,75.48,1
171349,299.34,1
171439,29.77,1
171448,350.07,1
171296,8.07,1
163248,38.97,1
4176,37.17,1
166145,533.24,1
171476,18.22,1
171479,224.37,1
156467,1546.01,1
171232,114.04,1
143709,1462.20,1
171523,680.06,1
4577,0.12,1
171585,49.57,1
171586,88.68,1
1669,52.38,1
171519,435.81,1
140223,17.27,1
170879,1262.84,1
171645,15.82,1
168223,75.85,1
908,0.92,1
2824,18.72,1
171832,9.67,1
171922,0.83,1
144348,473.49,1
8223,12.22,1
171693,534.01,1
172092,0.80,1
161580,354.31,1
171942,1545.56,1
171827,284.01,1
172219,29.25,1
172289,388.41,1
172256,15.98,1
172357,347.53,1
172424,276.89,1
172443,51.54,1
172187,72.20,1
172349,65.15,1
172127,734.57,1
172619,1171.33,1
172692,22.83,1
7620,41.42,1
172962,77.90,1
172792,429.66,1
173018,55.63,1
172535,604.27,1
171738,772.26,1
6159,253.13,1
7975,506.96,1
2218,50.65,1
218045,22.38,1
39563,599.23,1
230336,21.17,1
7474,2.72,1
5080,551.50,1
149042,438.50,1
235095,1566.49,1
8412,44.74,1
227678,772.90,1
249195,134.58,1
2431,0.85,1
1678,92.92,1
161935,0.07,1
42751,55.48,1
8030,26.03,1
230326,528.61,1
171405,46.97,1
247871,81.65,1
253522,30.14,1
181501,6.17,1
186375,2.45,1
238018,51.55,1
172160,32.68,1
215310,28.55,1
216478,291.98,1
249247,80.76,1
232006,2.45,1
185848,994.29,1
173236,28.13,1
2731,468.68,1
235442,119.99,1
199192,572.89,1
243951,5.33,1
183370,4.50,1
217852,308.21,1
175768,19.25,1
252812,211.33,1
172701,105.01,1
192293,465.01,1
223510,33.00,1
253589,95.87,1
249494,61.74,1
170014,34.17,1
165026,434.54,1
3577,329.89,1
163144,20.95,1
210367,133.15,1
229073,8.91,1
213312,229.00,1
243847,528.14,1
182356,349.61,1
242876,7.25,1
232898,469.56,1
156887,99.79,1
176858,8.82,1
234596,773.77,1
206242,247.79,1
250386,75.84,1
150823,34.85,1
253682,493.31,1
247102,48.12,1
182533,709.24,1
1543,9.28,1
229699,388.66,1
227645,33.53,1
2274,3.72,1
3987,0.90,1
2112,876.18,1
3406,16.73,1
253574,1176.13,1
250255,24.30,1
240822,28.00,1
172126,0.44,1
178487,12.35,1
154143,17.47,1
172823,64.72,1
222007,59.38,1
253149,10.27,1
96731,1.52,1
253823,1089.60,1
253827,968.83,1
253829,2229.75,1
207203,0.28,1
179776,66.25,1
237385,9.75,1
174213,44.87,1
14383,52.18,1
253896,1027.01,1
250351,153.85,1
200261,17.58,1
218048,2934.38,1
253909,29.47,1
18314,2.10,1
2591,89.68,1
153930,2.33,1
240444,0.42,1
249258,0.28,1
153765,1021.64,1
179203,2255.89,1
232908,122.84,1
231588,445.40,1
253941,71.61,1
253766,4.22,1
251728,8.05,1
253948,83.67,1
235023,34.72,1
161480,3.68,1
1200,329.41,1
253975,521.85,1
1652,1032.86,1
6890,62.31,1
172948,2.83,1
230179,4.58,1
231080,293.86,1
156728,93.42,1
8431,311.39,1
156542,45.53,1
170905,176.32,1
181800,362.10,1
254057,160.11,1
200231,906.88,1
197196,162.88,1
183419,452.97,1
57431,841.33,1
225789,442.56,1
227387,588.05,1
154291,360.00,1
7008,1.38,1
227711,1029.87,1
2398,368.53,1
184136,92.99,1
250466,0.22,1
223701,4.07,1
162077,435.43,1
254088,260.52,1
177134,21.80,1
254117,136.62,1
234600,85.20,1
7421,41.88,1
254127,915.25,1
59323,784.04,1
254129,442.79,1
249318,143.81,1
254136,56.86,1
215796,46.83,1
253788,49.75,1
208957,180.36,1
204419,814.11,1
251612,250.57,1
193484,78.42,1
3338,209.25,1
176209,11.03,1
89036,60.30,1
235274,345.52,1
254199,747.47,1
188691,137.70,1
172986,77.30,1
254227,16.95,1
190803,978.53,1
182248,306.59,1
196681,543.09,1
182636,175.40,1
254247,70.07,1
182414,38.02,1
254261,0.45,1
6805,45.26,1
175975,101.73,1
1235,35.98,1
11793,10.48,1
234748,280.92,1
254289,55.10,1
176192,53.46,1
254310,1317.84,1
254329,189.74,1
239003,287.38,1
254353,54.37,1
240294,120.63,1
254372,35.65,1
244342,200.90,1
179118,118.14,1
252339,2260.80,1
207270,90.30,1
254389,38.18,1
204773,391.80,1
235996,370.50,1
78822,2.67,1
254397,21.58,1
236455,146.17,1
4908,92.43,1
217601,349.80,1
239552,40.44,1
226611,62.87,1
181002,12.65,1
8840,417.15,1
250115,352.89,1
224276,43.26,1
253338,65.37,1
254432,4.55,1
5583,947.93,1
218699,373.52,1
253225,3.28,1
224426,69.30,1
107588,168.63,1
156941,21.28,1
226465,0.20,1
198179,570.30,1
221756,73.76,1
254450,30.02,1
237081,480.50,1
246846,11.32,1
1221,227.29,1
254301,31.97,1
254378,274.41,1
152241,141.48,1
1883,2.67,1
6070,5.78,1
254465,215.17,1
254459,44.96,1
254466,130.59,1
254467,494.97,1
254469,92.42,1
228416,16.28,1
254478,119.59,1
254479,36.10,1
4303,12.28,1
251554,39.86,1
161785,50.88,1
156645,21.43,1
174738,62.45,1
250694,489.73,1
247618,580.99,1
254505,48.74,1
238234,25.94,1
166380,709.93,1
219488,1399.18,1
233857,24.62,1
254526,32.69,1
12284,423.01,1
254529,7.70,1
254527,42.85,1
238315,545.22,1
106235,57.68,1
192269,196.92,1
197505,719.44,1
216409,155.61,1
253303,19.63,1
254550,5.72,1
254553,1148.95,1
157360,283.81,1
216760,1.07,1
172814,562.79,1
254569,39.67,1
185462,150.70,1
254571,232.64,1
245078,55.65,1
235735,534.16,1
254596,92.95,1
171339,535.29,1
254603,60.90,1
185359,0.32,1
37901,15.40,1
203950,15.53,1
220799,41.42,1
227874,395.86,1
254635,38.23,1
235980,119.80,1
180277,41.90,1
254601,386.55,1
172218,154.38,1
254170,249.21,1
252008,927.17,1
254653,371.70,1
254651,0.10,1
176870,85.13,1
254658,0.25,1
5143,43.40,1
243618,288.21,1
244048,753.41,1
187880,155.48,1
233911,17.20,1
184717,260.28,1
214994,86.95,1
242205,551.90,1
187392,186.60,1
254681,18.47,1
151021,64.46,1
2954,163.11,1
188507,225.76,1
254693,1066.27,1
219004,63.68,1
254697,1192.95,1
194507,1316.04,1
2359,0.15,1
203177,34.50,1
177554,41.19,1
7086,250.00,1
219446,25.61,1
248154,42.38,1
198342,170.29,1
254713,1835.54,1
176531,656.26,1
6505,44.02,1
7412,61.19,1
201159,476.68,1
228952,74.13,1
254725,294.02,1
240248,443.97,1
1753,55.76,1
240610,67.42,1
254731,96.87,1
235486,29.27,1
250924,198.16,1
29960,120.03,1
190394,89.30,1
161496,688.06,1
185764,330.80,1
7524,36.52,1
241008,123.58,1
181805,278.32,1
254744,83.16,1
235155,35.74,1
254737,54.67,1
178303,46.95,1
3183,147.54,1
235,312.21,1
244937,37.21,1
254761,36.67,1
6787,315.16,1
16668,535.66,1
187084,75.00,1
15772,1110.20,1
228557,134.56,1
218026,4.50,1
254775,81.51,1
254776,282.68,1
254777,1.52,1
164310,161.98,1
235863,285.73,1
254791,164.67,1
246119,16.03,1
225936,0.07,1
254799,80.43,1
254798,44.03,1
144498,127.09,1
254813,601.66,1
254672,1.67,1
198868,3.13,1
177842,91.02,1
156894,22.90,1
229525,1087.25,1
254795,0.70,1
179007,207.21,1
162669,14.40,1
254759,336.59,1
5827,953.23,1
214434,0.83,1
171560,54.41,1
242229,111.63,1
244886,556.70,1
1517,70.35,1
24664,32.35,1
176577,78.11,1
175038,978.77,1
254832,0.05,1
225335,28.40,1
214569,97.82,1
254839,2.05,1
174650,15.22,1
230151,883.19,1
254842,84.72,1
243941,1103.01,1
227536,40.48,1
240583,7.57,1
219561,602.87,1
159873,1347.24,1
236361,456.71,1
246109,45.70,1
254852,1.50,1
17378,212.92,1
226169,802.77,1
254854,48.23,1
175978,125.66,1
254855,80.50,1
195309,21.42,1
189977,145.41,1
254860,289.70,1
252175,120.29,1
242790,52.46,1
254810,1.25,1
254868,97.11,1
254869,139.92,1
248879,12.25,1
212968,258.60,1
6408,267.66,1
254858,257.50,1
254874,0.20,1
152188,43.85,1
254872,48.89,1
254796,65.91,1
254878,7.59,1
184631,116.64,1
254882,11.47,1
1102,271.30,1
51495,45.69,1
173105,342.10,1
181219,1311.09,1
191038,210.07,1
215869,2.50,1
34172,91.55,1
147130,132.54,1
6885,509.80,1
143026,40.60,1
193998,12.54,1
198958,129.28,1
230140,608.88,1
7244,19.22,1
252053,1.92,1
3056,1.78,1
3478,0.60,1
7475,96.21,1
148755,210.10,1
22980,62.21,1
181083,225.71,1
7224,78.63,1
23781,41.37,1
254919,33.55,1
171425,15.26,1
5064,419.66,1
233619,1523.59,1
1522,125.88,1
35284,237.84,1
225990,6.80,1
219514,14.26,1
254558,757.53,1
237063,3.35,1
234364,50.48,1
230273,144.92,1
254886,9.60,1
254428,55.55,1
195067,153.96,1
234971,2.39,1
218862,6.58,1
196357,340.53,1
212936,123.79,1
254931,239.85,1
211139,483.37,1
209256,605.73,1
149601,111.47,1
254935,12.70,1
171210,50.53,1
249503,1428.18,1
222899,1.15,1
185208,1019.34,1
242454,841.86,1
254941,136.48,1
247869,0.33,1
235168,396.71,1
254914,1020.10,1
1863,38.16,1
254929,833.84,1
181545,64.18,1
193565,46.97,1
233060,28.77,1
241407,2.37,1
138559,22.28,1
178655,272.85,1
239289,12.53,1
254958,512.74,1
245829,118.38,1
158659,84.86,1
59568,176.56,1
10690,83.77,1
21449,168.62,1
211603,545.95,1
1419,63.52,1
254953,749.80,1
254971,17.62,1
242856,10.13,1
254972,173.56,1
4376,41.03,1
164348,23.68,1
222991,1932.72,1
180668,127.54,1
214254,93.71,1
180282,72.59,1
254974,516.83,1
11353,1095.89,1
148060,42.66,1
254976,4.13,1
254978,207.18,1
145488,0.05,1
183189,133.11,1
201975,28.95,1
103808,56.15,1
252678,1582.26,1
252073,23.06,1
150906,160.46,1
146255,76.58,1
212463,3434.39,1
34533,31.76,1
254985,1.98,1
238848,1924.93,1
148670,15.70,1
179127,299.17,1
244586,101.96,1
9754,684.82,1
254983,129.63,1
228222,9.20,1
212444,16.42,1
147638,210.92,1
255016,357.76,1
255017,12.81,1
159175,248.95,1
192420,451.13,1
199750,21.30,1
255031,2.93,1
255033,148.05,1
255038,1.08,1
215608,572.09,1
255044,69.82,1
226734,31.85,1
255047,12.07,1
255059,395.86,1
255062,44.53,1
253264,898.41,1
51872,83.55,1
3481,30.57,1
6950,879.07,1
251499,1.77,1
7163,537.53,1
255091,48.09,1
253157,0.57,1
4055,221.25,1
245707,0.85,1
250609,7.38,1
248414,427.01,1
6930,42.92,1
255128,488.95,1
2663,15.28,1
181529,4.13,1
255169,367.25,1
248675,9.47,1
233322,37.14,1
142965,12.49,1
235677,43.24,1
242308,38.60,1
255186,404.55,1
255189,0.25,1
235548,441.82,1
255148,40.98,1
239765,53.14,1
146948,4.77,1
255012,158.02,1
255204,4.68,1
254123,0.93,1
255207,157.68,1
225305,11.97,1
183092,101.32,1
255220,1096.63,1
255232,180.75,1
161537,91.06,1
1201,7.67,1
196154,67.01,1
3982,0.05,1
7069,17.90,1
7013,5.88,1
248992,103.32,1
255257,244.06,1
255267,119.37,1
149787,163.82,1
240987,253.04,1
255269,279.55,1
255272,36.22,1
250629,76.16,1
249243,3.04,1
252200,39.55,1
255275,723.55,1
82986,141.93,1
255296,589.54,1
171900,3448.22,1
255076,0.43,1
251329,414.75,1
182919,15.42,1
255000,111.60,1
255315,1.27,1
163786,3.00,1
22083,149.84,1
254913,31.37,1
255332,6.77,1
255333,2.83,1
255335,111.58,1
255341,50.02,1
255342,19.69,1
255343,65.16,1
255271,222.08,1
194528,69.05,1
255187,53.33,1
255353,96.75,1
232131,595.08,1
210670,284.76,1
1016,20.15,1
201214,17.42,1
236784,99.78,1
255282,657.83,1
255366,263.45,1
223034,152.21,1
40307,36.91,1
233908,35.20,1
195506,19.17,1
241036,145.79,1
255372,118.57,1
255058,731.74,1
255277,42.18,1
255306,168.42,1
207559,66.25,1
181809,70.45,1
246014,23.08,1
170034,150.67,1
255391,232.52,1
201470,12.37,1
238593,4.23,1
255405,3.33,1
255206,19.67,1
248806,4.75,1
156767,150.07,1
6819,28.14,1
240446,726.33,1
255486,282.53,1
184826,512.98,1
178994,20.18,1
255563,389.59,1
137920,83.46,1
2217,11.57,1
163884,26.60,1
197346,13.73,1
237186,27.37,1
1977,748.12,1
6559,461.31,1
255488,193.33,1
225736,49.75,1
7790,1.38,1
255449,138.53,1
2195,29.30,1
255924,15.95,1
255396,593.36,1
178111,15.87,1
255529,1.92,1
159060,176.51,1
208967,378.29,1
255589,4.71,1
256265,185.15,1
256432,549.56,1
256313,225.55,1
256422,54.42,1
256670,1528.87,1
254092,176.80,1
256443,173.06,1
12816,31.71,1
257112,265.59,1
257130,137.18,1
257234,422.57,1
257236,5.10,1
256970,0.70,1
257244,61.75,1
257155,282.31,1
256826,38.09,1
257609,662.51,1
257651,13.53,1
257532,67.18,1
256788,62.95,1
256484,34.38,1
5109,3.72,1
8495,312.50,1
257938,4.17,1
258141,351.80,1
258223,6.90,1
257415,181.40,1
162406,83.98,1
160419,3.48,1
8594,1450.44,1
1539,0.88,1
6096,21.10,1
258520,9.07,1
258561,195.36,1
258581,231.65,1
258636,687.77,1
154358,224.74,1
258703,47.95,1
258620,14.27,1
1540,675.59,1
256969,454.68,1
258800,66.87,1
258803,8.45,1
4337,10.47,1
258137,104.68,1
258743,3.80,1
258320,81.08,1
143148,40.77,1
258916,94.20,1
258984,129.11,1
259106,334.56,1
258818,227.43,1
258955,93.90,1
3943,163.81,1
258922,2.87,1
165014,27.83,1
2292,43.68,1
3799,177.07,1
14905,67.33,1
3856,248.58,1
259429,507.31,1
259174,281.51,1
159548,569.87,1
159590,46.44,1
259657,892.51,1
145873,64.14,1
259549,0.17,1
259952,289.25,1
259959,334.89,1
172397,39.45,1
259834,0.05,1
259262,209.67,1
3219,163.95,1
8095,79.65,1
259506,9.68,1
260111,125.94,1
260126,14.42,1
260132,124.38,1
260168,935.28,1
260181,131.28,1
2555,665.94,1
260173,1378.08,1
143216,144.10,1
2887,4.09,1
2925,15.30,1
3062,4.38,1
260192,327.25,1
2248,382.23,1
4194,30.23,1
2725,125.75,1
2019,0.53,1
1426,17.78,1
1404,29.73,1
2534,0.70,1
4186,41.81,1
2620,16.06,1
260549,26.68,1
260321,283.62,1
260578,31.98,1
260486,0.68,1
260616,1253.10,1
2070,128.39,1
260649,323.21,1
260707,36.09,1
260593,162.67,1
2258,7.85,1
257330,8.23,1
4384,0.08,1
260815,374.60,1
174840,124.71,1
258044,1095.56,1
260829,294.70,1
260329,82.05,1
2978,199.37,1
2255,244.17,1
198240,2.76,1
260891,9.73,1
214202,510.80,1
226653,33.29,1
260910,529.83,1
260572,426.80,1
2003,935.69,1
260952,285.35,1
260954,96.85,1
258386,207.71,1
238014,37.95,1
260968,82.88,1
260971,24.32,1
260977,56.69,1
236417,154.90,1
260176,29.80,1
251217,358.38,1
260998,1906.48,1
213802,182.47,1
257509,54.32,1
1880,719.03,1
1950,17.02,1
1246,528.56,1
256448,2073.86,1
260608,638.93,1
260684,183.99,1
6448,181.20,1
165954,91.01,1
261072,105.91,1
158108,393.65,1
145793,154.96,1
261086,178.29,1
193509,31.03,1
261110,0.25,1
183930,18.67,1
256838,7.70,1
1794,115.51,1
1778,397.37,1
260754,1256.03,1
259483,75.44,1
261158,254.49,1
261173,2.47,1
260813,0.72,1
238813,3.88,1
261121,198.25,1
261241,29.21,1
233160,426.60,1
261019,719.50,1
261085,0.65,1
173313,869.00,1
261288,113.96,1
261293,227.79,1
190625,1031.02,1
1537,19.81,1
14463,11.55,1
261059,215.90,1
261367,122.04,1
261374,142.91,1
261390,107.47,1
261412,1648.34,1
228445,9.27,1
261417,322.78,1
259283,564.69,1
259494,113.59,1
261446,378.91,1
261452,32.69,1
261483,19.85,1
261490,96.57,1
261495,30.30,1
260702,2.65,1
261171,728.08,1
261408,54.47,1
261552,123.03,1
260916,35.52,1
261565,59.70,1
261567,16.24,1
261515,7.13,1
255668,733.64,1
260345,1387.13,1
165374,246.98,1
261577,0.60,1
260915,46.98,1
244058,49.45,1
261593,270.42,1
260787,69.63,1
261607,21.07,1
261610,85.12,1
177791,70.84,1
261550,636.48,1
261633,71.97,1
3852,5.00,1
252896,13.48,1
261510,170.34,1
259300,260.00,1
261658,199.36,1
208412,2.20,1
259524,431.15,1
261674,17.43,1
261679,29.60,1
261239,489.98,1
176090,2779.99,1
11680,24.15,1
1581,285.95,1
261714,111.17,1
144179,4681.83,1
187632,68.83,1
261522,201.44,1
175077,72.39,1
145783,11.94,1
261735,585.52,1
261323,108.28,1
261337,571.66,1
216394,2086.01,1
260980,817.00,1
261519,147.81,1
225771,25.95,1
261758,52.40,1
240763,13.38,1
256405,90.00,1
261756,1424.67,1
258913,480.28,1
261766,234.71,1
259054,60.39,1
147048,26.30,1
261771,882.24,1
164442,565.99,1
261778,1346.47,1
188716,319.77,1
261682,1501.80,1
261590,864.21,1
261783,45.87,1
258463,198.07,1
261785,1445.69,1
261737,417.50,1
141316,22.45,1
16979,535.67,1
1036,221.62,1
261782,19.98,1
261777,2779.62,1
259870,1400.45,1
175629,52.02,1
261589,9.40,1
256954,284.45,1
261801,2338.63,1
261802,361.06,1
175955,56.55,1
205303,16.86,1
238879,52.37,1
261810,200.64,1
261809,91.34,1
261813,427.45,1
261819,37.43,1
261820,348.63,1
258325,15.31,1
259781,8.77,1
262068,139.21,1
262224,150.25,1
6011,13.85,1
1538,1.70,1
221481,111.31,1
261692,79.18,1
262273,47.44,1
261905,2220.69,1
261608,88.11,1
262406,570.57,1
262414,1487.73,1
258311,132.04,1
262237,116.03,1
262459,1077.42,1
262599,296.06,1
911,39.35,1
262634,158.88,1
1914,20.50,1
262641,542.63,1
259654,0.27,1
262754,14.30,1
262784,4.48,1
262643,409.66,1
262817,265.91,1
1183,46.82,1
261554,128.74,1
262955,18.82,1
263065,30.40,1
263118,107.15,1
9098,4.62,1
9107,496.02,1
259777,48.59,1
262988,736.51,1
262377,230.62,1
244031,369.03,1
262819,492.62,1
263296,258.59,1
260200,432.17,1
263321,441.41,1
263087,715.99,1
254152,237.21,1
253248,8.57,1
71716,100.56,1
215377,79.97,1
196809,765.34,1
221116,154.87,1
263392,155.73,1
263300,0.90,1
263231,102.70,1
263472,132.21,1
144378,62.87,1
263531,304.61,1
263368,387.03,1
263501,28.75,1
144164,410.88,1
7612,7.42,1
259070,0.27,1
259767,1997.04,1
261626,191.56,1
261644,203.66,1
261647,914.22,1
261670,44.10,1
262297,16.96,1
262585,1220.99,1
263639,130.17,1
2984,367.01,1
10422,871.99,1
3984,30.34,1
254541,6.58,1
263672,16.70,1
4872,242.51,1
263494,798.04,1
4698,18.33,1
263759,377.94,1
25521,5.82,1
144900,75.07,1
143214,64.78,1
263293,995.51,1
172427,7.28,1
4795,12.82,1
213109,281.95,1
263798,27.61,1
147906,15.45,1
1754,516.17,1
6618,123.22,1
15805,161.79,1
261805,37.77,1
5389,46.50,1
5774,249.23,1
263933,4.53,1
255534,118.33,1
263648,17.54,1
8544,352.64,1
2377,36.10,1
77591,48.19,1
4884,33.26,1
218237,404.71,1
1923,0.55,1
