student_id,minutes_watched,paid_in_q2
4698,18.33,0
2851,401.55,0
6899,13.85,0
9101,1.02,0
2377,36.10,0
4685,366.11,0
1521,776.91,0
10131,76.16,0
7548,43.18,0
6589,176.01,0
21449,168.62,0
1661,5.18,0
1845,9.45,0
4035,26.29,0
2495,125.35,0
10422,871.99,0
4019,57.50,0
14649,51.06,0
3598,133.90,0
14905,67.33,0
27104,187.67,0
841,324.74,0
5836,643.55,0
1019,56.49,0
2417,13.13,0
3631,6.78,0
8600,18.47,0
37860,752.52,0
5340,224.70,0
2409,57.35,0
23287,0.47,0
7495,57.15,0
15345,0.05,0
3577,329.89,0
5704,0.10,0
7282,6.72,0
3780,141.04,0
6278,1206.44,0
7358,9.30,0
7294,21.21,0
2636,112.01,0
2236,9.12,0
11800,32.62,0
10938,7.27,0
11793,10.48,0
3420,78.91,0
2284,2.22,0
4629,234.48,0
1235,35.98,0
7540,325.05,0
11215,41.49,0
16414,55.34,0
1306,735.69,0
6618,123.22,0
838,348.30,0
6560,0.47,0
2688,70.64,0
3916,61.57,0
2073,467.52,0
10690,83.77,0
9108,2.17,0
1424,0.07,0
1864,301.22,0
7037,2.20,0
12704,12.58,0
2018,161.69,0
4112,47.85,0
14633,2.87,0
1852,218.23,0
2945,54.92,0
7179,4.77,0
389,0.15,0
1866,0.08,0
988,144.79,0
2295,40.02,0
5058,1.27,0
1581,285.95,0
14217,0.77,0
2084,89.40,0
7790,1.38,0
2863,2.58,0
5212,195.27,0
969,584.58,0
3070,542.95,0
9754,684.82,0
32560,5.20,0
4371,63.56,0
4162,16.17,0
11711,19.85,0
1382,0.33,0
17419,702.64,0
7178,20.25,0
136313,1.20,0
2723,75.08,0
12530,4.55,0
24423,236.04,0
16832,10.72,0
8133,164.42,0
25494,33.18,0
2114,78.19,0
15334,19.90,0
4558,163.42,0
11124,50.77,0
4566,4.20,0
2663,15.28,0
14463,11.55,0
1200,329.41,0
1355,18.06,0
2506,14.18,0
11325,10.42,0
3817,1140.05,0
8018,432.52,0
1605,25.00,0
1437,47.10,0
9188,11.93,0
3511,7.48,0
2274,3.72,0
8840,417.15,0
2555,665.94,0
23727,245.12,0
2014,114.67,0
13114,18.50,0
12820,116.70,0
5143,43.40,0
25521,5.82,0
8425,7.86,0
6408,267.66,0
15743,87.13,0
8156,8.92,0
8059,114.10,0
4778,36.94,0
1977,748.12,0
3297,3.38,0
10390,1.05,0
24006,27.63,0
616,116.02,0
5683,20.30,0
1016,20.15,0
17859,16.10,0
13132,34.10,0
5427,12.93,0
4829,137.69,0
4784,296.60,0
5579,2.08,0
2091,397.03,0
5076,5.58,0
18314,2.10,0
10685,74.86,0
4298,3.77,0
12330,71.55,0
7382,49.61,0
1780,0.65,0
5010,617.90,0
5774,249.23,0
2324,8.58,0
3080,77.47,0
3522,1.37,0
9409,791.60,0
4078,0.90,0
3146,0.35,0
4435,1.37,0
917,5.67,0
8095,79.65,0
3074,1.12,0
4640,292.99,0
7620,41.42,0
17613,223.83,0
15472,240.03,0
1215,3.03,0
4723,596.71,0
2764,2.67,0
13620,143.86,0
1357,0.12,0
4266,121.10,0
12284,423.01,0
13538,140.21,0
7474,2.72,0
11808,36.42,0
9372,301.91,0
3984,30.34,0
14700,1325.42,0
14765,1.37,0
1102,271.30,0
8754,249.37,0
10218,0.08,0
1404,29.73,0
4872,242.51,0
1221,227.29,0
4884,33.26,0
3524,58.79,0
999,384.21,0
12816,31.71,0
1188,13.02,0
13180,107.44,0
2110,4.31,0
5221,23.65,0
5323,167.90,0
8495,312.50,0
1863,38.16,0
1468,88.63,0
1688,11.37,0
12532,481.91,0
5389,46.50,0
3652,20.87,0
2188,11.88,0
4231,59.11,0
908,0.92,0
1669,52.38,0
6096,21.10,0
8594,1450.44,0
2266,10.27,0
7873,187.06,0
142965,12.49,0
2824,18.72,0
8223,12.22,0
2866,6.48,0
11402,0.12,0
1426,17.78,0
3256,360.45,0
2954,163.11,0
6159,253.13,0
7975,506.96,0
2055,20.11,0
2218,50.65,0
2734,202.70,0
9808,147.11,0
1914,20.50,0
911,39.35,0
9107,496.02,0
9098,4.62,0
5080,551.50,0
6110,19.62,0
5321,1966.61,0
8544,352.64,0
8412,44.74,0
8641,85.40,0
2431,0.85,0
2546,383.99,0
6053,986.14,0
1678,92.92,0
1159,30.78,0
4795,12.82,0
8030,26.03,0
2112,876.18,0
3987,0.90,0
3406,16.73,0
1652,1032.86,0
6890,62.31,0
1046,1406.37,0
4376,41.03,0
3338,209.25,0
6787,315.16,0
7524,36.52,0
3239,1957.19,0
6862,224.51,0
2398,368.53,0
4907,4.61,0
7086,250.00,0
6505,44.02,0
2359,0.15,0
7412,61.19,0
2881,1.20,0
1522,125.88,0
1753,55.76,0
5064,419.66,0
3478,0.60,0
1397,27.84,0
7224,78.63,0
875,46.78,0
3056,1.78,0
6885,509.80,0
7475,96.21,0
7244,19.22,0
143026,40.60,0
7008,1.38,0
5018,31.50,0
4055,221.25,0
7163,537.53,0
6950,879.07,0
3481,30.57,0
7069,17.90,0
1201,7.67,0
3423,627.77,0
7013,5.88,0
3982,0.05,0
6971,44.85,0
6819,28.14,0
1362,13.51,0
3852,5.00,0
6801,22.25,0
2217,11.57,0
2195,29.30,0
6559,461.31,0
6070,5.78,0
6174,5.67,0
6164,184.83,0
5567,0.45,0
5109,3.72,0
3774,728.30,0
4537,305.28,0
2702,0.45,0
1539,0.88,0
4739,2504.52,0
4439,0.37,0
143148,40.77,0
4384,0.08,0
4337,10.47,0
4011,54.98,0
1909,238.36,0
618,238.14,0
3943,163.81,0
3856,248.58,0
2292,43.68,0
3799,177.07,0
5974,0.33,0
3219,163.95,0
3062,4.38,0
2973,3.28,0
2938,113.58,0
2925,15.30,0
2019,0.53,0
2887,4.09,0
143216,144.10,0
3195,354.32,0
4194,30.23,0
3115,21.03,0
2731,468.68,0
2737,680.58,0
2725,125.75,0
2248,382.23,0
4595,809.45,0
2534,0.70,0
2620,16.06,0
4186,41.81,0
2022,94.05,0
2070,128.39,0
2258,7.85,0
2255,244.17,0
2978,199.37,0
1373,45.91,0
2003,935.69,0
801,5732.57,0
1246,528.56,0
1880,719.03,0
1950,17.02,0
1802,0.05,0
1538,1.70,0
1754,516.17,0
1794,115.51,0
1778,397.37,0
1742,264.89,0
1537,19.81,0
1151,206.23,0
8835,257.19,0
1436,0.24,0
1271,3.05,0
1395,98.58,0
2185,64.44,0
2591,89.68,0
4059,163.52,0
2984,367.01,0
2629,1.55,0
1563,5.27,0
9305,174.72,0
4404,185.36,0
4874,2412.53,0
5111,34.85,0
16052,58.65,0
3188,35.15,0
1641,1.87,0
7439,2131.41,0
8954,7.38,0
1308,0.35,0
1085,82.97,0
12279,200.91,0
4320,33.71,0
11504,0.45,0
11996,0.10,0
5884,99.28,0
4080,813.49,0
8452,64.55,0
666,2.83,0
143454,9.42,0
143561,1767.35,0
143599,37.26,0
6011,13.85,0
143701,647.46,0
143799,4.87,0
1456,0.40,0
1183,46.82,0
144239,96.67,0
144348,473.49,0
3985,0.12,0
144378,62.87,0
7612,7.42,0
144599,4.57,0
144164,410.88,0
144788,1082.06,0
142411,22.17,0
144869,178.45,0
144900,75.07,0
144273,10.13,0
143992,2.30,0
1419,63.52,0
144467,5.82,0
145013,425.27,0
145310,36.44,0
145091,509.30,0
1317,21.27,0
145484,138.59,0
144912,64.50,0
145681,1005.23,0
145793,154.96,0
146021,0.80,0
146030,151.26,0
702,1.60,0
1923,0.55,0
146224,44.45,0
24924,53.62,0
145905,49.46,0
146397,0.87,0
146427,50.70,0
44965,319.33,0
146551,33.61,0
6,67.08,0
699,222.35,0
146855,366.47,0
146888,13.13,0
145944,36.69,0
146801,0.40,0
146948,4.77,0
146957,83.03,0
146977,27.87,0
146908,37.63,0
147005,262.34,0
147044,4.20,0
147045,109.18,0
2811,575.71,0
147061,77.24,0
147062,0.22,0
147076,77.56,0
147087,872.45,0
4801,1.40,0
144390,0.92,0
147132,357.92,0
70008,33.35,0
147143,125.09,0
147146,123.22,0
1567,365.36,0
143392,27.01,0
62735,32.80,0
146625,9.10,0
147444,12.82,0
147446,52.45,0
147448,111.52,0
147473,29.33,0
145813,85.40,0
143407,38.51,0
146891,80.82,0
147542,124.83,0
147231,109.98,0
147197,15.31,0
147604,461.21,0
144627,75.65,0
147618,183.36,0
44291,24.58,0
147291,4.45,0
147732,0.07,0
3366,0.57,0
147906,15.45,0
146990,11.82,0
147643,6.28,0
148467,142.62,0
148222,113.95,0
148643,97.82,0
145873,64.14,0
148089,1.73,0
148786,0.38,0
148901,29.45,0
149218,9.18,0
148886,185.38,0
137389,804.05,0
151849,540.55,0
152611,122.13,0
154143,17.47,0
153953,226.49,0
156057,124.60,0
148670,15.70,0
156291,0.50,0
156467,1546.01,0
156561,570.16,0
156661,36.81,0
157360,283.81,0
19124,1366.41,0
155712,65.86,0
6313,4.27,0
59292,2.93,0
149892,1.83,0
158179,442.56,0
150906,160.46,0
159060,176.51,0
159101,47.61,0
158108,393.65,0
159548,569.87,0
159590,46.44,0
160032,266.96,0
158990,46.69,0
159621,167.67,0
160562,6.66,0
160705,35.43,0
160816,132.30,0
160452,0.50,0
161537,91.06,0
162502,42.00,0
4016,236.61,0
163884,26.60,0
164227,5.55,0
5603,4.30,0
164356,0.13,0
164455,5.32,0
163918,13.82,0
164348,23.68,0
164310,161.98,0
164997,5.15,0
158129,56.62,0
160524,75.82,0
160960,1116.03,0
167964,1286.66,0
165026,434.54,0
148755,210.10,0
166145,533.24,0
158724,1431.57,0
159071,22.24,0
93270,106.40,0
170493,1078.98,0
170381,162.61,0
163248,38.97,0
145313,66.72,0
171536,7.13,0
161580,354.31,0
166380,709.93,0
172174,116.95,0
172397,39.45,0
171405,46.97,0
172427,7.28,0
240444,0.42,0
178111,15.87,0
247871,81.65,0
190825,631.08,0
228262,445.60,0
239003,287.38,0
238018,51.55,0
246945,0.05,0
182533,709.24,0
237385,9.75,0
179463,3.93,0
250078,3.67,0
252896,13.48,0
225377,6.28,0
218237,404.71,0
248305,558.08,0
196538,672.17,0
78808,41.72,0
196947,0.08,0
225216,387.96,0
238987,570.57,0
252262,4.92,0
254541,6.58,0
246177,193.32,0
239932,41.99,0
247713,434.58,0
255191,27.28,0
255153,58.22,0
182149,67.83,0
216394,2086.01,0
185766,8.77,0
217758,19.47,0
255534,118.33,0
185019,2.58,0
255765,164.80,0
254098,30.75,0
198538,123.88,0
198947,0.50,0
172596,1.97,0
248535,110.20,0
251774,504.38,0
250989,1.38,0
257384,630.04,0
257330,8.23,0
179264,73.43,0
161844,703.60,0
257898,50.43,0
228646,22.22,0
258163,54.68,0
144179,4681.83,0
256386,149.58,0
258337,675.46,0
258374,7.58,0
258386,207.71,0
190161,0.07,0
33495,32.97,0
