student_id,minutes_watched,paid_in_q2
3969,56.21,1
7015,0.17,1
2130,92.06,1
12971,36.54,1
6261,0.18,1
986,0.07,1
8734,238.45,1
7782,135.65,1
4019,415.31,1
6421,660.64,1
111643,23.27,1
7452,9.15,1
4034,1226.81,1
1018,171.13,1
6252,409.82,1
3598,33.52,1
3048,20.78,1
27104,0.07,1
4692,106.04,1
14425,12.00,1
841,1298.91,1
1900,59.21,1
5676,6.61,1
5836,1259.56,1
2410,462.67,1
4143,76.62,1
1019,8.58,1
9794,127.95,1
2685,8.12,1
4861,5.41,1
12442,134.97,1
26958,177.08,1
7521,59.25,1
3286,3.99,1
2417,47.23,1
12989,883.04,1
2653,669.41,1
8600,206.46,1
12857,229.50,1
1935,3.50,1
12589,234.95,1
998,6.63,1
3840,0.42,1
37860,195.94,1
5340,260.81,1
959,12.30,1
2409,1648.97,1
2819,27.05,1
7495,0.15,1
3914,8.58,1
15345,291.49,1
4609,19.22,1
1081,453.35,1
25863,93.04,1
1867,6.07,1
5704,0.55,1
16450,339.38,1
7282,92.18,1
3780,125.66,1
19005,340.21,1
7094,1.30,1
1363,765.74,1
6278,974.87,1
2304,195.34,1
8825,0.22,1
7358,163.47,1
4220,39.90,1
973,43.70,1
7294,129.50,1
1820,104.49,1
9252,0.73,1
1482,354.67,1
2636,1487.55,1
12241,140.94,1
26922,2.42,1
2236,18.37,1
1784,0.13,1
41613,328.77,1
11800,74.73,1
2894,0.75,1
2641,4.61,1
11365,358.81,1
41451,105.42,1
10938,2.54,1
3420,469.56,1
2284,135.93,1
5450,19.77,1
3897,0.12,1
17524,146.22,1
1897,189.57,1
4629,1812.84,1
3874,2.03,1
25992,23.59,1
1235,2.75,1
58539,24.05,1
13644,161.93,1
7306,132.29,1
9513,28.85,1
7540,193.14,1
19268,70.34,1
19074,39.13,1
10131,55.76,1
11628,35.23,1
2338,42.34,1
709,2.30,1
3426,17.50,1
1369,4.95,1
16414,220.32,1
1306,68.94,1
9260,2.08,1
8005,1456.07,1
838,507.83,1
3513,238.78,1
6560,20.35,1
4230,262.80,1
5299,265.10,1
2688,413.17,1
3611,67.86,1
4464,33.90,1
10690,0.08,1
1587,93.92,1
9521,0.07,1
9108,785.23,1
1424,136.74,1
1119,73.26,1
4395,1.30,1
9114,145.41,1
3034,2.18,1
1459,95.21,1
3708,1.33,1
1864,454.95,1
7275,3.43,1
11227,313.12,1
35147,18.37,1
22476,146.32,1
2018,215.30,1
4112,4.95,1
2312,51.25,1
7568,687.63,1
5334,11.49,1
14633,80.05,1
1852,587.98,1
11026,75.41,1
1033,0.05,1
19636,21.10,1
3248,34.23,1
7179,3.74,1
113546,6.48,1
4347,34.98,1
930,159.52,1
10398,178.84,1
52075,0.32,1
4001,181.14,1
782,33.91,1
14470,8.45,1
18719,118.61,1
5574,9.08,1
1866,1084.70,1
988,364.29,1
6394,332.58,1
2295,12.08,1
1216,0.19,1
956,1.92,1
1125,11.39,1
4991,946.76,1
1379,3143.91,1
34981,0.43,1
5058,15.68,1
12207,60.88,1
1052,34.33,1
10272,43.90,1
8950,5.43,1
1283,0.33,1
6944,15.45,1
7819,5.98,1
3850,405.60,1
2544,31.40,1
5227,0.33,1
3266,5.95,1
1600,33.55,1
6665,24.35,1
2084,0.40,1
2441,188.00,1
19347,14.23,1
3691,86.67,1
10791,37.93,1
2820,0.32,1
12270,0.95,1
3215,177.30,1
14915,960.06,1
3860,266.45,1
5212,415.70,1
3221,93.63,1
969,57.80,1
34081,1.93,1
9703,408.59,1
3070,863.66,1
7373,17.98,1
9754,17.97,1
4156,377.05,1
11739,5.95,1
800,482.24,1
7863,2.32,1
17943,6.99,1
9465,510.99,1
2917,1045.39,1
1705,606.20,1
6884,1509.07,1
3414,0.23,1
1389,66.67,1
4371,13.91,1
4162,0.55,1
6227,235.62,1
22195,1.68,1
6312,489.54,1
11711,27.56,1
1382,17.15,1
5996,61.93,1
7178,83.78,1
2922,433.28,1
8868,669.31,1
2723,114.78,1
3494,272.07,1
33916,2.85,1
6965,75.87,1
4515,87.05,1
3965,9.58,1
1960,276.40,1
21801,2.20,1
24423,1001.68,1
3613,1191.22,1
15110,0.12,1
20556,0.17,1
7291,7.72,1
2275,0.25,1
16832,0.10,1
6218,14.73,1
1947,185.16,1
8133,152.89,1
9112,8.93,1
6451,12.20,1
4104,251.62,1
30439,0.08,1
5612,173.05,1
2114,696.33,1
9334,68.37,1
3199,15.88,1
11124,6.15,1
7861,1918.87,1
928,99.05,1
10839,855.26,1
1461,7.80,1
2529,84.67,1
3447,10.10,1
2630,90.06,1
2911,4.05,1
6745,86.80,1
2719,49.20,1
7676,0.05,1
11538,0.10,1
2663,101.91,1
1355,232.41,1
33796,176.83,1
2506,11.50,1
6331,55.35,1
829,151.36,1
6010,3968.32,1
3983,18.61,1
3817,30.79,1
1294,1.75,1
25057,413.00,1
8018,133.56,1
2160,51.12,1
5104,253.40,1
6433,254.18,1
1099,0.28,1
13501,86.14,1
19821,132.01,1
12160,1565.98,1
6698,35.13,1
1605,173.91,1
6379,211.41,1
3700,131.03,1
4837,408.74,1
1437,318.90,1
13510,168.21,1
3213,525.13,1
9188,157.65,1
2429,16.11,1
17159,166.88,1
31588,4.55,1
1790,1340.69,1
2516,72.41,1
11583,155.86,1
1015,1026.31,1
961,326.15,1
2167,709.67,1
6395,348.22,1
977,0.60,1
2555,105.80,1
5385,334.88,1
2726,6.58,1
1166,338.81,1
18722,121.04,1
1029,62.65,1
603,8.19,1
1501,850.05,1
9354,7.95,1
1086,894.86,1
876,2.13,1
23708,539.58,1
2081,706.77,1
4574,36.10,1
13902,28.37,1
19150,133.36,1
4849,680.83,1
1680,1.63,1
11607,93.55,1
3473,35.80,1
5143,30.12,1
6363,62.00,1
25156,376.05,1
2278,0.67,1
4003,0.05,1
3297,64.60,1
10288,385.67,1
5358,14.98,1
10390,43.15,1
1667,23.18,1
616,1103.45,1
3707,662.26,1
9952,23.73,1
1862,2.70,1
4363,55.52,1
2375,59.79,1
3099,83.88,1
2414,219.83,1
6743,23.97,1
9803,273.99,1
19845,2.63,1
3138,26.58,1
1350,1694.00,1
9303,6.30,1
22653,0.08,1
3090,41.80,1
19053,16.23,1
1016,56.18,1
3702,73.37,1
1091,46.46,1
1465,47.44,1
4646,149.36,1
16417,0.07,1
10662,2.93,1
862,978.90,1
2743,11.23,1
4829,993.83,1
5515,7.28,1
4539,0.05,1
7687,2416.85,1
8912,291.24,1
4784,13.37,1
5579,7.38,1
2306,20.45,1
12043,23.58,1
3679,19.55,1
894,0.07,1
2091,2258.62,1
3815,210.96,1
5076,348.39,1
7254,363.28,1
7502,134.39,1
9021,159.27,1
5663,27.60,1
8779,0.30,1
18314,2.10,1
10685,76.46,1
10337,4.60,1
2362,125.08,1
16863,10.91,1
9231,144.59,1
2265,90.54,1
8380,667.09,1
1550,395.48,1
3441,45.70,1
3402,13.23,1
2621,221.12,1
5577,252.52,1
7382,969.49,1
11856,4814.06,1
5071,315.32,1
1710,18.63,1
14953,38.83,1
3512,383.11,1
11002,42.97,1
1132,139.87,1
11644,27.22,1
7631,22.94,1
1595,102.67,1
7482,110.27,1
9000,350.49,1
2738,0.28,1
12868,12.21,1
5010,391.48,1
18360,582.56,1
5774,22.10,1
6580,26.72,1
11748,87.23,1
19692,117.28,1
2324,2069.84,1
10103,8.75,1
1776,1695.52,1
15179,2.62,1
3080,171.50,1
8444,7.43,1
